22	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\msgCenter_server\__init__.py
21	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdfFile_server\__tests__\test_embed_fileserver_mime.py
18	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\msgCenter_server\__tests__\test_router_unknown_type.py
16	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdf_manager\config.py
14	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\database\__tests__\test_config_db_path_resolution.py
13	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\utils\tags.py
9	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\msgCenter_server\utils\config_path.py
7	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdfFile_server\__main__.py
7	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\database\plugins\pdf_info\__init__.py
6	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\database\plugins\pdf_info\constants.py
5	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\pdf-home\search\__init__.py
5	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\database\__tests__\__init__.py
5	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\database\plugin\__tests__\__init__.py
4	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\pdf-home\add\__init__.py
4	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdfFile_server\config\__init__.py
4	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\utils\__init__.py
4	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdfFile_server\handlers\__init__.py
4	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdfFile_server\cli\__init__.py
4	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdfFile_server\utils\__init__.py
4	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdfFile_server\server\__init__.py
4	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\pdf-viewer\bookmark\__init__.py
3	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\database\plugins\__init__.py
2	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\msgCenter_server\core\__init__.py
2	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\pdf_library\__init__.py
1	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\pdf_manager\__init__.py
1	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\pdf_library_api.py
1	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\database\plugins\__tests__\fixtures\__init__.py
1	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\qt\__init__.py
1	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\database\plugins\__tests__\__init__.py
0	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\__init__.py
0	C:\Users\napretep\PycharmProjects\anki-linkmaster-PDFJS\src\backend\api\__tests__\__init__.py
